Ligand,Target,Binding Energy,Unbound Energy,Date Created,Info
ZINC49525669_5080,promutation,-6.16,-0.43,2019.04.24 01:11:10,Autodock 4.2
ZINC44387979_4048,promutation,-7.04,-0.16,2019.04.24 01:11:15,Autodock 4.2
ZINC40901442_5246,promutation,-6.39,-0.47,2019.04.24 01:11:20,Autodock 4.2
ZINC40379045_4082,promutation,-7.31,-0.52,2019.04.24 01:11:25,Autodock 4.2
ZINC39204676_4954,promutation,-5.93,-0.29,2019.04.24 01:11:30,Autodock 4.2
ZINC38873811_5196,promutation,-7.55,-0.47,2019.04.24 01:11:35,Autodock 4.2
ZINC38792181_4375,promutation,-6.46,0.26,2019.04.24 01:11:39,Autodock 4.2
ZINC38321741_4410,promutation,-6.17,0.11,2019.04.24 01:11:45,Autodock 4.2
ZINC36406631_3453,promutation,-7.39,-0.03,2019.04.24 01:11:52,Autodock 4.2
ZINC64220361_107_uff_E=335.90,promutation,-6.79,-0.05,2019.04.24 01:12:32,Autodock 4.2
ZINC64220360_106_uff_E=439.61,promutation,-7.14,-0.05,2019.04.24 01:12:37,Autodock 4.2
ZINC64220362_108_uff_E=333.92,promutation,-7.33,-0.05,2019.04.24 01:12:43,Autodock 4.2
ZINC64220363_109_uff_E=437.63,promutation,-7.06,-0.05,2019.04.24 01:12:48,Autodock 4.2
ZINC64220364_110_uff_E=396.23,promutation,-7.25,-0.05,2019.04.24 01:12:53,Autodock 4.2
ZINC64220366_111_uff_E=147.82,promutation,-5.42,-0.49,2019.04.24 01:12:58,Autodock 4.2
ZINC64220367_112_uff_E=146.61,promutation,-5.7,-0.34,2019.04.24 01:13:03,Autodock 4.2
