Ligand,Target,Binding Energy,Unbound Energy,Date Created,Info
ZINC15113682_3117,promutation,-6.53,-0.97,2019.04.26 15:18:05,Autodock 4.2
ZINC14817143_3608,promutation,-6.64,-0.44,2019.04.26 15:18:21,Autodock 4.2
ZINC14817140_3584,promutation,-7.38,-0.03,2019.04.26 15:18:29,Autodock 4.2
ZINC14814624_5531,promutation,-8.58,-0.42,2019.04.26 15:18:33,Autodock 4.2
ZINC14776093_6164,promutation,-6.57,-0.75,2019.04.26 15:18:38,Autodock 4.2
ZINC14776047_5939,promutation,-6.11,-0.46,2019.04.26 15:18:42,Autodock 4.2
ZINC14776016_5759,promutation,-6.82,-0.45,2019.04.26 15:18:45,Autodock 4.2
ZINC14775992_5602,promutation,-6.05,-0.9,2019.04.26 15:18:49,Autodock 4.2
ZINC14775986_5573,promutation,-7.61,-0.46,2019.04.26 15:18:53,Autodock 4.2
ZINC14775983_5549,promutation,-8.24,-0.28,2019.04.26 15:18:58,Autodock 4.2
ZINC14775976_5493,promutation,-8.04,-0.84,2019.04.26 15:19:01,Autodock 4.2
ZINC14775842_4723,promutation,-6.41,-0.52,2019.04.26 15:19:05,Autodock 4.2
ZINC14775718_4011,promutation,-6.43,0.27,2019.04.26 15:19:19,Autodock 4.2
ZINC14775639_3647,promutation,-5.95,-0.58,2019.04.26 15:19:23,Autodock 4.2
ZINC14775630_3600,promutation,-5.82,0.04,2019.04.26 15:19:27,Autodock 4.2
ZINC14759265_4996,promutation,-6.19,-1.28,2019.04.26 15:19:33,Autodock 4.2
ZINC14766769_5870,promutation,-7.67,-0.22,2019.04.26 15:19:38,Autodock 4.2
ZINC14759160_4245,promutation,-7.5,-0.42,2019.04.26 15:19:42,Autodock 4.2
ZINC14759054_3633,promutation,-9.0,-0.63,2019.04.26 15:19:46,Autodock 4.2
ZINC14759034_3509,promutation,-6.98,-0.91,2019.04.26 15:19:49,Autodock 4.2
ZINC14758958_3077,promutation,-7.11,-0.32,2019.04.26 15:19:54,Autodock 4.2
ZINC14728237_4155,promutation,-7.35,-0.98,2019.04.26 15:20:00,Autodock 4.2
